timestamp,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,label,validity,dt,rolling_dt,packet_loss
404316.8819412,-3.261350393295288,-2.56781005859375,36.1781005859375,95.84030151367188,114.45171356201172,41.04029846191406,1.2748767137527466,-0.9741320610046388,MEDITATION,VALID,,,False
404316.8859412,-1.7608509063720703,-3.744334936141968,19.17249298095703,78.20392608642578,128.4378662109375,99.0021514892578,31.28485870361328,-69.8681640625,MEDITATION,VALID,0.0040000000153668225,,False
404316.8899412,-0.6830698251724243,-5.425892353057861,5.559757709503174,52.1133041381836,96.41300201416016,128.89060974121094,114.62931060791016,87.18124389648438,MEDITATION,VALID,0.003999999957159162,,False
404316.8939412001,-0.0395434349775314,-8.457837104797363,-0.6995868682861328,26.51038932800293,81.66812896728516,116.47898864746094,147.0455322265625,302.41705322265625,MEDITATION,VALID,0.004000000131782144,0.0040000000153668225,False
404316.89794120006,1.6024401187896729,-6.468996047973633,-5.715391159057617,7.616776943206787,32.8073616027832,86.08264923095703,176.8720703125,375.1662902832031,MEDITATION,VALID,0.003999999957159162,0.0040000000153668225,False
404316.9019412001,3.119924783706665,-1.343106985092163,-6.925646781921387,-15.095521926879885,10.362505912780762,37.210227966308594,77.07234191894531,142.2984161376953,MEDITATION,VALID,0.0040000000153668225,0.004000000027008355,False
404316.9059412001,4.901555061340332,2.5883233547210693,-9.028276443481444,-17.250398635864258,-8.553799629211426,-35.28804397583008,14.916253089904783,21.62193489074707,MEDITATION,VALID,0.0040000000153668225,0.0034318399732001124,False
404316.9099412001,6.601650714874268,7.509400367736816,2.0848066806793213,3.308476448059082,3.5767672061920166,-23.7280330657959,-46.20956802368164,-51.04048538208008,MEDITATION,VALID,0.0040000000153668225,0.003200000012293458,False
404316.9111004,11.692106246948242,28.598127365112305,50.39977264404297,73.05502319335938,114.59935760498048,116.6915283203125,188.6133270263672,215.78021240234372,MEDITATION,VALID,0.001159199862740934,0.0026318399817682804,False
404316.9139412001,8.237767219543457,14.06898021697998,18.80740737915039,23.319190979003903,25.62515640258789,17.504955291748047,11.066452980041504,35.754547119140625,MEDITATION,VALID,0.0028408001526258886,0.0024000000092200937,False
404316.9151004,13.519140243530272,35.295494079589844,60.13846969604492,98.66432189941406,120.13818359375,145.5048828125,165.76278686523438,137.6740264892578,MEDITATION,VALID,0.001159199862740934,0.0018318399786949157,False
404316.91794120014,10.0,21.31439971923828,34.79430389404297,46.85160827636719,65.44116973876953,85.672607421875,89.74919128417969,109.53862762451172,MEDITATION,VALID,0.0028408001526258886,0.0024000000092200937,False
404316.9191004,15.207189559936523,39.101165771484375,72.73782348632812,107.33786010742188,103.47823333740234,106.35368347167967,92.4752960205078,50.19301223754883,MEDITATION,VALID,0.001159199862740934,0.002631839970126748,False
404316.9231004,16.916217803955078,44.847354888916016,71.17125701904297,80.039306640625,77.68063354492188,50.98443603515625,14.568780899047852,-33.444313049316406,MEDITATION,VALID,0.0040000000153668225,0.00320000002393499,False
404316.9271004,17.94122886657715,45.41058349609375,66.1955795288086,63.507110595703125,35.36457061767578,2.32434630393982,-3.524902105331421,22.18692779541016,MEDITATION,VALID,0.003999999957159162,0.0034318399848416448,False
404316.9311004001,19.342138290405277,50.47087860107422,64.13764953613281,38.772891998291016,-7.767375469207764,-45.55991363525391,4.777381420135498,91.3362045288086,MEDITATION,VALID,0.004000000131782144,0.0035823600017465653,False
404316.93510040006,20.588790893554688,48.81753158569336,46.86229705810547,16.315101623535156,-30.778898239135746,-15.15154266357422,93.12539672851562,221.38726806640625,MEDITATION,VALID,0.003999999957159162,0.003200000012293458,False
404316.9370122,23.360004425048828,29.67490768432617,-9.94399070739746,13.924904823303224,109.16483306884766,132.3178253173828,10.59302806854248,-17.15829086303711,MEDITATION,VALID,0.0019117999472655356,0.002782360010314733,False
404316.9391004001,22.47832489013672,46.20964813232422,31.13692092895508,-0.2960599064826965,-25.32206344604492,59.91615676879883,143.72398376464844,214.8747711181641,MEDITATION,VALID,0.002088200068101287,0.0023999999975785613,False
404316.9410122,23.985280990600582,22.164573669433597,-13.888922691345217,33.69808578491211,112.0341567993164,73.20541381835938,-19.071428298950195,64.13749694824219,MEDITATION,VALID,0.0019117999472655356,0.001982359983958304,False
404316.9431004001,22.77540397644043,39.11368179321289,16.76122283935547,-25.855518341064453,17.260042190551758,107.0998306274414,168.2060546875,84.26887512207031,MEDITATION,VALID,0.002088200068101287,0.0020176400197669865,False
404316.9450122,23.758865356445312,15.41407585144043,-12.005955696105955,60.51884460449219,105.3879623413086,2.94980525970459,-6.176393985748291,185.3617248535156,MEDITATION,VALID,0.0019117998890578747,0.001982359983958304,False
404316.9471004001,23.068702697753903,35.892879486083984,1.480183482170105,-19.876150131225582,64.25483703613281,150.3096160888672,102.61833190917967,12.376659393310549,MEDITATION,VALID,0.002088200126308948,0.0023999999975785613,False
404316.9490122,23.89470672607422,7.654805183410644,-5.107347011566162,92.1415023803711,83.93733978271484,-35.565372467041016,160.99571228027344,178.58108520507812,MEDITATION,VALID,0.0019117998890578747,0.002782359975390136,False
404316.9530122,23.61721992492676,3.426929473876953,11.291197776794434,86.28368377685547,33.72562789916992,-24.0706787109375,304.1943359375,114.77728271484376,MEDITATION,VALID,0.0040000000153668225,0.0032000000006519257,False
404316.9570122,23.091272354125977,-3.33690881729126,22.78612518310547,99.09933471679688,-6.674633502960205,39.66389083862305,196.59597778320312,25.541484832763672,MEDITATION,VALID,0.003999999957159162,0.0032222399837337433,False
404316.9610122,21.353784561157227,-4.303601264953613,39.04376983642578,74.63092803955078,-2.8597841262817383,109.0114517211914,107.6020736694336,-56.899696350097656,MEDITATION,VALID,0.0040000000153668225,0.003200000012293458,False
404316.9632116,17.088748931884766,-4.65729284286499,69.30899810791016,-21.76206588745117,101.51579284667967,36.00212097167969,60.03676223754883,146.4408721923828,MEDITATION,VALID,0.002199400041718036,0.002839879994280636,False
404316.96501220006,21.362817764282227,-8.524277687072754,54.79753112792969,52.35808563232422,-9.693674087524414,158.18577575683594,23.322364807128903,20.832990646362305,MEDITATION,VALID,0.0018006000318564475,0.0024000000208616256,False
404316.9672116,15.173952102661133,2.615305662155152,64.50811767578125,-10.977239608764648,129.91404724121094,-33.68614959716797,144.85682678222656,37.00106048583984,MEDITATION,VALID,0.002199399925302714,0.002039880002848804,False
404316.9690122001,19.355432510375977,-9.396994590759276,69.51055145263672,23.168140411376957,16.360280990600586,128.19557189941406,-51.42575454711914,142.24656677246094,MEDITATION,VALID,0.0018006000900641084,0.0019601200125180184,False
404316.9712116,13.428943634033203,8.120563507080078,54.82509231567383,4.815545082092285,103.4721221923828,-4.558835983276367,191.962646484375,-28.19643211364746,MEDITATION,VALID,0.002199399925302714,0.0020398799912072717,False
